787bCXOIvGeBw0Bc4kEjhD,47,indie_pop_rap
0,artist_pop,genres
0C0XlULifJtAgn6ZNCW2eu,77,alternative_rock dance_rock modern_rock permanent_wave rock
0,artist_pop,genres
25tMQOrIU4LlUo6Sv8v5SE,60,irish_pop
0,artist_pop,genres
2RhZPV1RoSxUAkVBNmnwfZ,0,country_pop
0,artist_pop,genres
610EjgFatGvVPtib97jQ8G,63,ccm christian_alternative_rock christian_indie christian_music folk-pop
0,artist_pop,genres
2FwJwEswyIUAljqgjNSHgP,64,electropop tropical_house uk_dance
0,artist_pop,genres
5y2Xq6xcjJb2jVM54GHK3t,76,neo_soul pop pop_soul urban_contemporary
0,artist_pop,genres
7hOGhpa8RMSuDOWntGIAJt,61,electropop indie_poptimism tropical_house
0,artist_pop,genres
1bqxdqvUtPWZri43cKHac8,69,viral_pop
0,artist_pop,genres
7n2wHs1TKAczGzO7Dd2rGr,84,canadian_pop pop viral_pop
0,artist_pop,genres
7x8nK0m0cP2ksQf0mjWdPS,70,contemporary_country country country_road
0,artist_pop,genres
6ogn9necmbUdCppmNnGOdi,68,canadian_pop canadian_singer-songwriter lilith neo_mellow pop_rock singer-songwriter
0,artist_pop,genres
7k7mCkZfVpQUXTgSowcpej,24,country_pop texas_country
0,artist_pop,genres
6s22t5Y3prQHyaHWUN1R1C,74,pov:_indie
0,artist_pop,genres
6LuN9FCkKOj5PcnpouEgny,85,pop pop_r&b
0,artist_pop,genres
4JNfz6aO9ZFz0gp5GY88am,53,alt_z pixie
0,artist_pop,genres
3wWtfT7S2uVJJ3hGZlOLkZ,54,banjo folk-pop stomp_and_holler
0,artist_pop,genres
1anyVhU62p31KFi8MEzkbf,74,chicago_rap conscious_hip_hop hip_hop pop_rap rap
0,artist_pop,genres
4qiAhwxeFLSbkNq6tFEWpJ,21,deep_talent_show folk-pop
0,artist_pop,genres
5GDZ6xhBwk7Yja97CFLmV7,37,contemporary_country country_pop
0,artist_pop,genres
63wjoROpeh5f11Qm93UiJ1,67,dance_pop hip_pop r&b urban_contemporary
0,artist_pop,genres
4WN5naL3ofxrVBgFpguzKo,69,pop_dance tropical_house uk_dance uk_funky
0,artist_pop,genres
2J5ZG3xD6VTCBOXnpn8r2B,32,unknown
0,artist_pop,genres
5CCwRZC6euC8Odo6y9X8jr,73,dance_pop pop uk_pop
0,artist_pop,genres
4zkiM9DSLNAOmoS5WtSQDt,32,disco nu_disco
0,artist_pop,genres
02seUFsFQP7TH4hLrTj77o,61,indie_folk modern_blues_rock new_americana stomp_and_holler
0,artist_pop,genres
3DFoVPonoAAt4EZ1FEI8ue,50,indietronica la_indie modern_alternative_rock modern_rock
0,artist_pop,genres
3zrUX1hQrUB9aXcOiyQLmN,40,unknown
0,artist_pop,genres
15UsOTVnJzReFVN1VCnxy4,86,emo_rap miami_hip_hop
0,artist_pop,genres
2CpLIMBoE2ZzyY3ZBCRZ7j,63,unknown
0,artist_pop,genres
6qqNVTkY8uBg9cP3Jd7DAH,88,art_pop electropop pop
0,artist_pop,genres
6Dd3NScHWwnW6obMFbl1BH,70,pop
0,artist_pop,genres
4tvKz56Tr39bkhcQUTO0Xr,65,australian_indie_folk
0,artist_pop,genres
1JhiIIXT9DWqEU3BYFZwGA,57,alt_z vapor_soul
0,artist_pop,genres
3iOvXCl6edW5Um0fXEBRXy,66,downtempo dream_pop indietronica modern_rock
0,artist_pop,genres
2mn602IBi2DIgqVl2vnam6,42,belgian_techno
0,artist_pop,genres
6nxWCVXbOlEVRexSbLsTer,73,australian_dance australian_electropop australian_indie downtempo edm indietronica
0,artist_pop,genres
6nS5roXSAGhTGr34W6n7Et,72,edm house indietronica tropical_house uk_dance
0,artist_pop,genres
5vfEaoOBcK0Lzr07WN8KaK,56,filter_house indie_soul jazz_house nu_disco
0,artist_pop,genres
6u11Qbko2N2hP4lTBYjX86,60,alternative_dance baroque_pop dance-punk indie_rock modern_rock new_rave swedish_alternative_rock swedish_indie_pop
0,artist_pop,genres
238y1dKPtMeFEpX3Y6H1Vr,59,deep_euro_house downtempo tropical_house
0,artist_pop,genres
5JZ7CnR6gTvEMKX4g70Amv,76,pop
0,artist_pop,genres
0u2FHSq3ln94y5Q57xazwf,71,australian_country australian_pop contemporary_country country country_road
0,artist_pop,genres
0a1gHP0HAqALbEyxaD5Ngn,69,contemporary_country country country_road
0,artist_pop,genres
4yvcSjfu4PC0CYQyLy4wSq,77,gauze_pop indietronica modern_rock pov:_indie shiver_pop
0,artist_pop,genres
0Y5tJX1MQlPlqiwlOH1tJY,90,hip_hop rap slap_house
0,artist_pop,genres
2qxJFvFYMEDqd7ui6kSAcq,75,complextro edm german_techno pop pop_dance
0,artist_pop,genres
3fMbdgg4jU18AjLCKBhRSm,82,r&b soul
0,artist_pop,genres
4LEiUm1SRbFMgfqnQTwUbQ,75,chamber_pop eau_claire_indie indie_folk melancholia modern_rock
0,artist_pop,genres
26AHtbjWKiwYzsoGoUZq53,64,a_cappella viral_pop
0,artist_pop,genres
49z6oAiD2RpyUf5yLJs7Nf,47,afropop desert_blues griot mbalax musique_peule world
0,artist_pop,genres
3r17AfJCCUqC9Lf0OAc73G,69,dance_pop pop
0,artist_pop,genres
0hEurMDQu99nJRq8pTxO14,78,neo_mellow singer-songwriter
0,artist_pop,genres
2DnqqkzzDKm3vAoyHtn8So,62,country pop_rock post-grunge
0,artist_pop,genres
6XpaIBNiVzIetEPCWDvAFP,77,dance_pop
0,artist_pop,genres
3RwQ26hR2tJtA8F9p2n7jG,67,memphis_soul motown soul
0,artist_pop,genres
6Q192DXotxtaysaqNPy5yR,75,british_soul neo_soul
0,artist_pop,genres
4hz8tIajF2INpgM0qzPJz2,72,pov:_indie
0,artist_pop,genres
7oPftvlwr6VrsViSDV7fJY,79,modern_rock permanent_wave punk rock
0,artist_pop,genres
3yY2gUcIsjMr8hjo51PoJ8,76,madchester new_wave permanent_wave rock uk_post-punk
0,artist_pop,genres
5BcAKTbp20cv7tC5VqPFoC,74,pop_rap seattle_hip_hop
0,artist_pop,genres
4S9EykWXhStSc15wEx8QFK,74,canadian_pop
0,artist_pop,genres
3P33qFNGBVXl86yQYWspFj,57,contemporary_country country country_dawn country_road
0,artist_pop,genres
6FBDaR13swtiWwGhX1WQsP,78,alternative_metal modern_rock pop_punk punk rock socal_pop_punk
0,artist_pop,genres
2qc41rNTtdLK0tV3mJn2Pm,57,alternative_country new_americana roots_rock singer-songwriter
0,artist_pop,genres
3WrFJ7ztbogyGnTHbHJFl2,84,beatlesque british_invasion classic_rock merseybeat psychedelic_rock rock
0,artist_pop,genres
0n94vC3S9c3mb2HyNAOcjg,63,folk-pop seattle_indie stomp_and_holler
0,artist_pop,genres
3oDbviiivRWhXwIE8hxkVV,72,baroque_pop classic_rock folk_rock mellow_gold psychedelic_rock rock sunshine_pop
0,artist_pop,genres
0INDB6Snts5NDbzh8jC3lk,51,stomp_and_holler
0,artist_pop,genres
4VhL8KLjVso4vLfOLVViTb,60,pop post-teen_pop
0,artist_pop,genres
2eam0iDomRHGBypaDQLwWI,64,double_drumming indie_pop modern_rock pov:_indie
0,artist_pop,genres
5pKCCKE2ajJHZ9KAiaK11H,90,barbadian_pop pop urban_contemporary
0,artist_pop,genres
0bdfiayQAKewqEvaU6rXCv,70,danish_pop electropop pop pop_dance
0,artist_pop,genres
0ojcq9LJQWMawQdFDw3M0L,48,pop_soul
0,artist_pop,genres
2kucQ9jQwuD8jWdtR9Ef38,72,contemporary_country country country_pop
0,artist_pop,genres
6CqjoQyGZlnhnq5gAUz92c,43,chicago_rap drill lgbtq+_hip_hop
0,artist_pop,genres
7FgMLbnZVrEnir95O0YujA,58,neo_mellow piano_rock pop_rock
0,artist_pop,genres
3Ngh2zDBRPEriyxQDAMKd1,68,neo_mellow pop_rock post-grunge
0,artist_pop,genres
3FUY2gzHeIiaesXtOAdB7A,72,dance_pop neo_mellow pop pop_rock
0,artist_pop,genres
7sQg9yOabzv2g23MyIMN7M,33,unknown
0,artist_pop,genres
1TqQi97nqeiuOJrIFv5Sw0,57,pop_rock post-grunge
0,artist_pop,genres
4lxfqrEsLX6N1N4OCSkILp,76,rock_drums soft_rock
0,artist_pop,genres
1Hsdzj7Dlq2I7tHP7501T4,78,pop
0,artist_pop,genres
7dGJo4pcD2V6oG8kP0tJRR,91,detroit_hip_hop hip_hop rap
0,artist_pop,genres
7kFfY4UjNdNyaeUgLIEbIF,63,detroit_hip_hop r&b southern_hip_hop trap trap_queen
0,artist_pop,genres
3KV3p5EY4AvKxOlhGHORLg,74,chicago_rap pop_rap r&b southern_hip_hop trap urban_contemporary
0,artist_pop,genres
5ZS223C6JyBfXasXxrRqOk,77,r&b
0,artist_pop,genres
2EMAnMvWE2eb56ToJVfCWs,79,kentucky_hip_hop r&b rap
0,artist_pop,genres
2HPaUgqeutzr3jx5a9WyDV,78,r&b rap toronto_rap urban_contemporary
0,artist_pop,genres
2h93pZq0e7k5yf4dywlkpM,85,lgbtq+_hip_hop neo_soul
0,artist_pop,genres
13ubrt8QOOCPljQ2FL1Kca,82,east_coast_hip_hop hip_hop rap trap
0,artist_pop,genres
7mDU6nMUJnOSY2Hkjz5oqM,62,canadian_contemporary_r&b canadian_hip_hop trap_soul
0,artist_pop,genres
4HzKw8XcD0piJmDrrPRCYk,67,canadian_contemporary_r&b
0,artist_pop,genres
7c0XG5cIJTrrAgEC3ULPiq,81,hip_hop pop_rap r&b southern_hip_hop trap trap_soul
0,artist_pop,genres
360IAlyVv4PCEVjgyMZrxK,81,r&b
0,artist_pop,genres
1RyvyyTE3xzB2ZywiAwp0i,90,atl_hip_hop hip_hop rap southern_hip_hop trap
0,artist_pop,genres
21WS9wngs9AqFckK7yYJPM,69,melodic_rap rap trap
0,artist_pop,genres
1Xyo4u8uXC1ZmMpatF05PJ,96,canadian_contemporary_r&b canadian_pop pop
0,artist_pop,genres
6g8AmloI8egfrr3dm3SnUL,46,unknown
0,artist_pop,genres
4tMm1dU6Gn04VAZ9ClHcIZ,68,atl_hip_hop pop_r&b r&b rap trap
0,artist_pop,genres
66CXWjxzNUsdJxJ2JdwvnR,90,pop
0,artist_pop,genres
2NdeV5rLm47xAvogXrYhJX,71,dance_pop hip_pop pop r&b urban_contemporary
0,artist_pop,genres
2iojnBLj0qIMiKPvVhLnsH,70,dance_pop r&b southern_hip_hop trap urban_contemporary
0,artist_pop,genres
4V8LLVI7PbaPR0K2TGSxFF,88,hip_hop rap
0,artist_pop,genres
1uNFoZAHBGtllmzznpCI3s,89,canadian_pop pop
0,artist_pop,genres
73sIBHcqh3Z3NyqHKZ7FOL,79,atl_hip_hop hip_hop rap
0,artist_pop,genres
4IVAbR2w4JJNJDDRFP3E83,76,atl_hip_hop melodic_rap r&b rap trap
0,artist_pop,genres
6CfAyHRZimRXEFeC7Tcseo,39,unknown
0,artist_pop,genres
40FzPNKgu0k9VMvvidiKCl,51,merengue salsa tropical
0,artist_pop,genres
72R3RMGmSmzG57R7OUaDaN,53,bachata reggaeton
0,artist_pop,genres
5VcamBo0Goh74iFQDqj6Q4,52,bachata bachata_dominicana
0,artist_pop,genres
4TCAAIMmeZXCTVlHUsicOn,59,bachata bachata_dominicana
0,artist_pop,genres
3rs3EOlJ8jyPpdGiQ9Mhub,61,bachata bachata_dominicana tropical
0,artist_pop,genres
2RqhDUsFkCJbhHntsnCVqp,45,merengue salsa tropical
0,artist_pop,genres
1c22GXH30ijlOfXhfLz9Df,65,latin_pop salsa tropical
0,artist_pop,genres
4SlusIRNswGYkTjhflokfX,47,merengue salsa tropical
0,artist_pop,genres
1UjxAZqzphB1tsMb1aWBj0,66,rap_dominicano
0,artist_pop,genres
4KpTxuUCHC9yNI5LCwjd1K,31,unknown
0,artist_pop,genres
60d24wfXkVzDSfLS6hyCjZ,77,dutch_edm edm pop pop_dance progressive_house
0,artist_pop,genres
7keGfmQR4X5w0two1xKZ7d,71,edm pop_dance tropical_house
0,artist_pop,genres
28j8lBWDdDSHSSt5oPlsX2,64,edm electro_house tropical_house
0,artist_pop,genres
76M2Ekj8bG8W7X2nbx2CpF,61,brostep edm electro_house
0,artist_pop,genres
7DMveApC7UnC2NPfPvlHSU,69,edm pop pop_dance
0,artist_pop,genres
5he5w2lnU9x7JFhnwcekXX,78,brostep complextro edm electro pop_dance
0,artist_pop,genres
55Aa2cqylxrFIXC767Z865,86,hip_hop new_orleans_rap pop_rap rap trap
0,artist_pop,genres
3YQKmKGau1PzlVlkL1iodx,80,modern_rock pop pov:_indie rock
0,artist_pop,genres
0cGUm45nv7Z6M6qdXYQGTX,75,pop r&b
0,artist_pop,genres
1gPhS1zisyXr5dHTYZyiMe,74,baton_rouge_rap rap trap
0,artist_pop,genres
4utLUGcTvOJFr6aqIJtYWV,68,piano_rock viral_pop
0,artist_pop,genres
7CCjtD0hCK005Bvg2WG1a7,55,edm electro_house electronic_trap viral_trap
0,artist_pop,genres
5K4W6rqBFWDnAN6FQUkS6x,90,chicago_rap hip_hop rap
0,artist_pop,genres
2AoeqcUs8DySgZRJ9yV4Ou,44,unknown
0,artist_pop,genres
1dfeR4HaWDbWqFHLkxsg1d,85,classic_rock glam_rock rock
0,artist_pop,genres
738wLrAtLtCtFOLvQBXOXp,75,dance_pop edm electro_house moombahton pop pop_dance
0,artist_pop,genres
540vIaP2JwjQb9dm3aArA4,78,edm electronic_trap pop pop_dance
0,artist_pop,genres
7xYcJfhrRx9Iv8smhoEibc,43,canadian_electronic chillstep complextro edm gaming_edm
0,artist_pop,genres
3hyEbRtp617pNCuuQjyOmc,57,pop_dance pop_edm tropical_house
0,artist_pop,genres
2Sa4c9qKaI7ILJs8D6gUCh,49,brostep dubstep electro_house
0,artist_pop,genres
5I0593TTVPzkanWW8xsTns,30,electronic_trap glitch_hop wonky
0,artist_pop,genres
7u160I5qtBYZTQMLEIJmyz,50,brostep classic_dubstep dubstep edm electro_house
0,artist_pop,genres
5pLSTWvO2yiOHERlNuanA5,1,unknown
0,artist_pop,genres
2DuJi13MWHjRHrqRUwk8vH,54,australian_dance brostep complextro edm electro_house moombahton pop_dance
0,artist_pop,genres
0Cd6nHYwecCNM1sVEXKlYr,56,edm electra electro_house pop_dance
0,artist_pop,genres
6JmzdIDSQdeHg0pocIascm,42,deep_house tropical_house
0,artist_pop,genres
1GcKPo3HglflWJSV683pHx,37,dutch_edm future_house progressive_electro_house sky_room
0,artist_pop,genres
2h7mdSLRyUBIeSHhcUBgGG,17,unknown
0,artist_pop,genres
47mIJdHORyRerp4os813jD,78,speedrun video_game_music
0,artist_pop,genres
6VD4UEUPvtsemqD3mmTqCR,67,dutch_house edm electro_house melbourne_bounce melbourne_bounce_international pop_dance progressive_electro_house tropical_house
0,artist_pop,genres
27fy6rHPC58Eo2VUu0iJSG,56,brostep electro_house electronic_trap
0,artist_pop,genres
7z7kN3prU5FQJk32gTDYAW,32,viral_trap
0,artist_pop,genres
7bKJsFgjE6XoO5fDhTCCqX,44,bass_trap
0,artist_pop,genres
15xvsJMf8phaNa1LYvL9Qv,49,dutch_house edm electro_house pop_dance progressive_electro_house progressive_house swedish_house tech_house
0,artist_pop,genres
2YZyLoL8N0Wb9xBt1NhZWg,89,conscious_hip_hop hip_hop rap west_coast_rap
0,artist_pop,genres
0Tob4H0FLtEONHU1MjpUEp,63,dance_pop grime pop_rap
0,artist_pop,genres
1BbsASHFYNCVyXCayLWhWf,0,unknown
0,artist_pop,genres
0rQ0WMIrOt6MzfiGaNWh3D,30,brostep electronic_trap
0,artist_pop,genres
0w2QFhEnPG6tLIvkogHbUi,38,brostep electronic_trap glitch_hop
0,artist_pop,genres
64KEffDW9EtZ1y2vBYgq8T,84,brostep edm pop progressive_electro_house
0,artist_pop,genres
4KwyPfe5cTJyowMtmEZn47,28,unknown
0,artist_pop,genres
43VnQZzDcGZGesUUyUVLd4,23,unknown
0,artist_pop,genres
4Icvbp9RDt5aY2TWDOVDsr,61,comedy_rap
0,artist_pop,genres
23EA28263XvtIrXuySX6oI,49,unknown
0,artist_pop,genres
7muzHifhMdnfN1xncRLOqk,57,brostep classic_dubstep complextro edm electro_house
0,artist_pop,genres
31Eea8xaK1xAMyJy2iWE0z,52,dance_pop uk_dance
0,artist_pop,genres
4V8Sr092TqfHkfAA5fXXqG,75,latin_pop puerto_rican_pop
0,artist_pop,genres
4mHAu7NX2UNsnGXjviBD9e,57,dutch_house edm electro_house future_house pop_dance pop_edm progressive_electro_house
0,artist_pop,genres
7wg1qvie3KqDNQbAkTdbX0,62,edm electropop
0,artist_pop,genres
4nDoRrQiYLoBzwC5BhVJzF,81,dance_pop pop
0,artist_pop,genres
2HcwFjNelS49kFbfvMxQYw,71,dance_rock europop
0,artist_pop,genres
0TcYeHEK9sBtv7xPbKhzHz,55,anarcho-punk
0,artist_pop,genres
4uN3DsfENc7dp0OLO0FEIb,60,alternative_metal funk_metal pop_rock post-grunge
0,artist_pop,genres
4TKTii6gnOnUXQHyuo9JaD,67,lilith new_wave_pop permanent_wave pop_rock singer-songwriter
0,artist_pop,genres
4tX2TplrkIP4v05BNC903e,68,album_rock classic_rock hard_rock heartland_rock mellow_gold rock singer-songwriter soft_rock
0,artist_pop,genres
0ejKajmLi2MClrte6SV5BC,32,zydeco
0,artist_pop,genres
7yPPzu5UdAK7yagQqjEZQm,56,brostep edm electro_house electronic_trap
0,artist_pop,genres
1vCWHaC5f2uS3yhpwWbIA6,81,edm pop pop_dance
0,artist_pop,genres
2Rf4X6m0oayCJhaJ5K63GQ,55,post-teen_pop talent_show teen_pop
0,artist_pop,genres
1DLsogyGi0pwPtwV78D8uZ,41,brostep electro_house
0,artist_pop,genres
1vo8zHmO1KzkuU9Xxh6J7W,64,dutch_house edm electro_house pop_dance progressive_electro_house progressive_house
0,artist_pop,genres
3lTIrl4h1Vov8fDaNqXUof,47,ccm cedm christian_alternative_rock christian_dance christian_music
0,artist_pop,genres
5AoXSiM511L4To0AN5oZVB,41,brostep glitch_hop
0,artist_pop,genres
3JhNCzhSMTxs9WLGJJxWOY,78,pop_rap seattle_hip_hop
0,artist_pop,genres
7CajNmpbOovFoOoasH2HaY,86,dance_pop edm electro_house house pop progressive_house uk_dance
0,artist_pop,genres
7o95ZoZt5ZYn31e9z1Hc0a,65,dance_pop pop post-teen_pop
0,artist_pop,genres
55fhWPvDiMpLnE4ZzNXZyW,72,alt_z pop
0,artist_pop,genres
5dCpFeKxLbycrnsjWZjha8,44,electro_swing
0,artist_pop,genres
00YTqRClk82aMchQQpYMd5,64,unknown
0,artist_pop,genres
25oLRSUjJk4YHNUsQXk7Ut,59,jamtronica jazztronica livetronica
0,artist_pop,genres
6F4KRaTnwZ3ttUYpdo45C8,34,nyc_pop pop_edm
0,artist_pop,genres
329e4yvIujISKGKz1BZZbO,84,reggaeton trap_latino urbano_latino
0,artist_pop,genres
37rNXhsuPTtNWW9cGcIyOo,16,unknown
0,artist_pop,genres
698hF4vcwHwPy8ltmXermq,65,asian_american_hip_hop dance_pop pop_rap
0,artist_pop,genres
1l2ekx5skC4gJH8djERwh1,67,dutch_house edm electro_house future_house pop_dance progressive_electro_house progressive_house tropical_house
0,artist_pop,genres
6jSW7sg56cdW32xIqgPKZy,44,progressive_house
0,artist_pop,genres
6TQj5BFPooTa08A7pk8AQ1,67,edm electro_house pop_dance progressive_house vocal_house
0,artist_pop,genres
3FVJvsdVNbVmydSuI22Z5v,39,unknown
0,artist_pop,genres
5WzFz4sQSN1HgSZLmIgHBl,49,future_house
0,artist_pop,genres
4gJCFxvqKc43Ifk0UIBB42,50,dutch_house edm electro_house pop_dance pop_edm progressive_electro_house sky_room
0,artist_pop,genres
3SvCpwSeoWCcjfo8zjPZKB,51,brostep canadian_electronic electro_house
0,artist_pop,genres
4D75GcNG95ebPtNvoNVXhz,73,big_room dance_pop dutch_house edm electro_house pop_dance
0,artist_pop,genres
6xQvQwZQQuq9R3TdPNbcR8,60,dutch_house edm electro_house pop_dance progressive_electro_house
0,artist_pop,genres
19VDJ9IKyBSUMDJxLsasP6,53,dutch_edm dutch_house electro_house house
0,artist_pop,genres
5X4LWwbUFNzPkEas04uU82,64,canadian_electronic dutch_house edm electro_house pop_dance progressive_electro_house slap_house
0,artist_pop,genres
4FCzCS0KEgb0rgySWINItO,56,deep_groove_house dutch_house edm electro_house house pop_dance pop_edm progressive_electro_house progressive_house uk_dance
0,artist_pop,genres
67qogtRNI0GjUr8PlaG6Zh,63,brostep canadian_electronic dubstep edm electro_house progressive_electro_house
0,artist_pop,genres
1esyIum2trtiR34sliNlvN,29,dutch_edm
0,artist_pop,genres
6cEuCEZu7PAE9ZSzLLc2oQ,77,dutch_house edm electro_house pop_dance progressive_electro_house slap_house
0,artist_pop,genres
6XyY86QOPPrYVGvF9ch6wz,86,alternative_metal modern_rock nu_metal post-grunge rap_metal rock
0,artist_pop,genres
61lyPtntblHJvA7FMMhi7E,65,edm house pop_dance progressive_house tropical_house uk_dance
0,artist_pop,genres
196lKsA13K3keVXMDFK66q,62,indie_folk new_americana north_carolina_indie north_carolina_roots progressive_bluegrass stomp_and_holler
0,artist_pop,genres
4fgXfJCQnK6c44u4KzAtQP,48,english_indie_rock modern_alternative_rock modern_rock reading_indie
0,artist_pop,genres
5sXaGoRLSpd7VeyZrLkKwt,67,indie_folk pop_folk stomp_and_flutter stomp_and_holler
0,artist_pop,genres
2cCUtGK9sDU2EoElnk0GNB,72,chamber_pop indie_folk indie_rock indietronica modern_rock stomp_and_holler
0,artist_pop,genres
5schNIzWdI9gJ1QRK8SBnc,65,british_singer-songwriter folk-pop
0,artist_pop,genres
5WId4o5jdGVhptNU0uqKxu,49,indietronica metropopolis neo-synthpop nyc_pop shimmer_pop
0,artist_pop,genres
6fVcDUckTwxqg56qNsEvUr,48,chamber_pop indie_rock scottish_indie scottish_rock
0,artist_pop,genres
39vA9YljbnOApXKniLWBZv,52,art_pop chamber_pop etherpop indie_pop indie_rock indietronica shimmer_pop
0,artist_pop,genres
13YTvnN61Y9RW2YFuygM0L,0,unknown
0,artist_pop,genres
053q0ukIDRgzwTr4vNSwab,69,art_pop canadian_electropop grave_wave indietronica metropopolis neo-synthpop
0,artist_pop,genres
2FXC3k01G6Gw61bmprjgqS,80,irish_singer-songwriter modern_rock pop pov:_indie
0,artist_pop,genres
4hf3caW9H8uFwwbv5pFjcg,57,modern_rock nottingham_indie
0,artist_pop,genres
3XHO7cRUPCLOr6jwp8vsx5,71,indie_rock indietronica modern_alternative_rock modern_rock rock
0,artist_pop,genres
6KImCVD70vtIoJWnq6nGn3,88,pop
0,artist_pop,genres
26VFTg2z8YR0cCuwLzESi2,82,electropop etherpop indie_poptimism pop
0,artist_pop,genres
6mU8ucezzms5I2kNH6HNlu,67,post-teen_pop uk_pop viral_pop
0,artist_pop,genres
4EzkuveR9pLvDVFNx6foYD,71,neo_mellow pop uk_pop
0,artist_pop,genres
5YGY8feqx7naU7z4HrwZM6,89,pop
0,artist_pop,genres
4IWBUUAFIplrNtaOHcJPRM,81,pop talent_show uk_pop
0,artist_pop,genres
4AK6F7OLvEQ5QYCBNiQWHq,85,boy_band pop post-teen_pop talent_show
0,artist_pop,genres
5pUo3fmmHT8bhCyHE52hA6,64,pop
0,artist_pop,genres
06HL4z0CvFAxyc27GXpf02,100,pop
0,artist_pop,genres
7jdFEYD2LTYjfwxOdlVjmc,69,icelandic_indie icelandic_rock modern_alternative_rock
0,artist_pop,genres
5DYAABs8rkY9VhwtENoQCz,62,neo_mellow pop_rock
0,artist_pop,genres
099toTcKJoywTosZr2hHjy,55,anti-folk indie_folk modern_folk_rock new_americana stomp_and_holler
0,artist_pop,genres
4iMT6FZ8QATEMPQeojOegz,18,unknown
0,artist_pop,genres
7FDlvgcodNfC0IBdWevl4u,56,chamber_pop indie_folk irish_singer-songwriter stomp_and_holler
0,artist_pop,genres
6hLIT4e0yUtIa8DXwst4mi,26,icelandic_indie icelandic_pop
